"Country","Country_code","Year","Sex","Age_group","Obesity_prevalence","Lower_CI","Upper_CI","Source","Age_group_label","Obesity_burden_quartile"
"Turkmenistan","TKM",2006,"Total","Y10T19",1.8476449,0.83750384,3.4467794,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2006,"Total","Y5T19",2.2512844,1.1006857,3.9973389,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2006,"Total","Y5T9",3.1594209,1.464051,5.670679,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2007,"Female","Y10T19",1.4201062,0.48987083,2.9711125,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2007,"Female","Y5T19",1.7454477,0.69420282,3.4510165,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2007,"Female","Y5T9",2.4895657,0.89765042,5.2351024,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2007,"Male","Y10T19",2.2766482,0.72206059,5.0994258,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2007,"Male","Y5T19",2.7527291,0.98034879,5.7813425,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2007,"Male","Y5T9",3.8304895,1.3096571,8.1272349,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2007,"Total","Y10T19",1.8556286,0.86473012,3.3998806,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2007,"Total","Y5T19",2.2584053,1.14794,3.8836289,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2007,"Total","Y5T9",3.1748217,1.5244259,5.565881,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2008,"Female","Y10T19",1.4188691,0.5070318,2.9001582,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2008,"Female","Y5T19",1.7439688,0.73522292,3.3153627,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2008,"Female","Y5T9",2.4884267,0.94616283,5.1170342,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2008,"Male","Y10T19",2.2922276,0.77174315,4.9556158,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2008,"Male","Y5T19",2.7714886,1.0565601,5.6419734,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2008,"Male","Y5T9",3.8621914,1.4224997,7.8422301,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2008,"Total","Y10T19",1.8640114,0.89899283,3.3366956,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2008,"Total","Y5T19",2.26817,1.1973589,3.8039837,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2008,"Total","Y5T9",3.1907469,1.5915951,5.4546088,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2009,"Female","Y10T19",1.4173175,0.52847425,2.8168676,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2009,"Female","Y5T19",1.7441833,0.77426936,3.2248128,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2009,"Female","Y5T9",2.4861038,1.0053535,4.9701825,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2009,"Male","Y10T19",2.3103844,0.82721505,4.8215523,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2009,"Male","Y5T19",2.7965613,1.1396761,5.4204125,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2009,"Male","Y5T9",3.895171,1.5316536,7.5854808,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2009,"Total","Y10T19",1.873081,0.93306536,3.267622,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2009,"Total","Y5T19",2.2816084,1.2583694,3.6894299,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2009,"Total","Y5T9",3.206772,1.6630594,5.3387064,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2010,"Female","Y10T19",1.4170378,0.54975608,2.7766732,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2010,"Female","Y5T19",1.7475031,0.82018217,3.1476382,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2010,"Female","Y5T9",2.4842594,1.0643732,4.8223853,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2010,"Male","Y10T19",2.3330811,0.89368206,4.7214255,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2010,"Male","Y5T19",2.8297264,1.2632948,5.2389886,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2010,"Male","Y5T9",3.9314348,1.6602539,7.3414795,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2010,"Total","Y10T19",1.884591,0.96886745,3.2230079,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2010,"Total","Y5T19",2.300296,1.3279486,3.6290314,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2010,"Total","Y5T9",3.2247182,1.7564878,5.2460529,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2011,"Female","Y10T19",1.4193,0.57619778,2.713803,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2011,"Female","Y5T19",1.755798,0.8654071,3.0652504,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2011,"Female","Y5T9",2.4855494,1.1190327,4.6365332,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2011,"Male","Y10T19",2.3616578,0.96341288,4.6414107,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2011,"Male","Y5T19",2.8725842,1.3716155,5.0930221,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2011,"Male","Y5T9",3.9745241,1.8201457,7.0814624,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2011,"Total","Y10T19",1.9003637,1.0096498,3.1852294,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2011,"Total","Y5T19",2.3263916,1.3967139,3.5694778,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2011,"Total","Y5T9",3.2477051,1.8684363,5.1336981,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2012,"Female","Y10T19",1.4258098,0.59653968,2.6683871,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2012,"Female","Y5T19",1.771502,0.91476273,3.0016655,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2012,"Female","Y5T9",2.4923326,1.1739152,4.5186542,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2012,"Male","Y10T19",2.3985783,1.025434,4.5286801,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2012,"Male","Y5T19",2.9285222,1.508531,4.9401052,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2012,"Male","Y5T9",4.0270902,2.0019218,6.9415927,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2012,"Total","Y10T19",1.9225057,1.0625549,3.1587731,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2012,"Total","Y5T19",2.3628276,1.4789575,3.5241295,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2012,"Total","Y5T9",3.278229,1.9774223,5.0213747,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2013,"Female","Y10T19",1.4384493,0.60850107,2.6600046,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2013,"Female","Y5T19",1.7960699,0.95061343,2.9516172,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2013,"Female","Y5T9",2.5072567,1.23614,4.4272609,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2013,"Male","Y10T19",2.4462687,1.0846095,4.4813346,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2013,"Male","Y5T19",2.9994559,1.6518002,4.8111066,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2013,"Male","Y5T9",4.0929187,2.2148356,6.8029851,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2013,"Total","Y10T19",1.9531846,1.1046349,3.1654306,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2013,"Total","Y5T19",2.4112998,1.573908,3.5083264,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2013,"Total","Y5T9",3.319519,2.0764003,4.9315464,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2014,"Female","Y10T19",1.4580886,0.6321047,2.6878018,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2014,"Female","Y5T19",1.8296037,0.99828215,2.9681627,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2014,"Female","Y5T9",2.5317522,1.2751662,4.3951184,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2014,"Male","Y10T19",2.5074909,1.1521765,4.4829831,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2014,"Male","Y5T19",3.0870544,1.7992886,4.7827758,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2014,"Male","Y5T9",4.1756403,2.3919107,6.7539915,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2014,"Total","Y10T19",1.9942263,1.1465761,3.1760026,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2014,"Total","Y5T19",2.472708,1.6701093,3.507404,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2014,"Total","Y5T9",3.3741567,2.1989482,4.9133897,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2015,"Female","Y10T19",1.4841411,0.65197102,2.7115444,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2015,"Female","Y5T19",1.8707568,1.0387395,2.9868467,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2015,"Female","Y5T9",2.5647681,1.3145152,4.3794066,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2015,"Male","Y10T19",2.5826847,1.2095937,4.5992374,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2015,"Male","Y5T19",3.1910095,1.9161057,4.8833866,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2015,"Male","Y5T9",4.2761561,2.5419112,6.7941748,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2015,"Total","Y10T19",2.0455753,1.1937284,3.2340337,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2015,"Total","Y5T19",2.5462449,1.7486973,3.5471261,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2015,"Total","Y5T9",3.4421016,2.2863077,4.9156405,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2016,"Female","Y10T19",1.515753,0.66118562,2.7721593,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2016,"Female","Y5T19",1.9177644,1.0575476,3.0880116,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2016,"Female","Y5T9",2.6049227,1.3492437,4.4825748,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2016,"Male","Y10T19",2.6751351,1.2466844,4.8563041,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2016,"Male","Y5T19",3.3138573,1.9953521,5.0758261,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2016,"Male","Y5T9",4.3987736,2.6433997,6.8759494,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2016,"Total","Y10T19",2.1085076,1.1981357,3.3469565,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2016,"Total","Y5T19",2.632354,1.8018482,3.6611464,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2016,"Total","Y5T9",3.5248827,2.3652198,4.9991261,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2017,"Female","Y10T19",1.5536468,0.65965382,2.8935799,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2017,"Female","Y5T19",1.9706773,1.0393497,3.1887885,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2017,"Female","Y5T9",2.652657,1.3345238,4.6285309,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2017,"Male","Y10T19",2.7880926,1.2508416,5.1599726,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2017,"Male","Y5T19",3.4581181,2.0336889,5.4385591,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2017,"Male","Y5T9",4.5471441,2.6597679,7.1585461,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2017,"Total","Y10T19",2.1850398,1.2193424,3.4976348,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2017,"Total","Y5T19",2.7323361,1.8276082,3.8894277,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2017,"Total","Y5T9",3.6245424,2.4020264,5.1839646,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2018,"Female","Y10T19",1.5972929,0.63863317,3.0621527,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2018,"Female","Y5T19",2.0280087,1.0285714,3.3991434,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2018,"Female","Y5T9",2.7076699,1.3107361,4.8265561,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2018,"Male","Y10T19",2.9185465,1.2310705,5.5831566,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2018,"Male","Y5T19",3.6187731,2.004566,5.9349861,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2018,"Male","Y5T9",4.7174539,2.6131729,7.7074483,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2018,"Total","Y10T19",2.2733755,1.2320294,3.7550807,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2018,"Total","Y5T19",2.8428772,1.8195884,4.1748907,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2018,"Total","Y5T9",3.7389264,2.3951072,5.4741565,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2019,"Female","Y10T19",1.647022,0.6143495,3.255669,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2019,"Female","Y5T19",2.0889372,0.97927423,3.6520045,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2019,"Female","Y5T9",2.7705187,1.2635414,5.0392874,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2019,"Male","Y10T19",3.0645298,1.1996125,6.1663862,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2019,"Male","Y5T19",3.7914835,1.9314105,6.5824732,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2019,"Male","Y5T9",4.9070295,2.5291998,8.3419055,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2019,"Total","Y10T19",2.3726681,1.2167229,4.0780965,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2019,"Total","Y5T19",2.9613476,1.7806303,4.5451794,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2019,"Total","Y5T9",3.8669366,2.335269,5.8478836,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2020,"Female","Y10T19",1.7025081,0.5823669,3.5315633,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2020,"Female","Y5T19",2.1524122,0.92587247,3.9875306,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2020,"Female","Y5T9",2.8414112,1.2041228,5.3167395,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2020,"Male","Y10T19",3.2256708,1.1243462,6.8136573,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2020,"Male","Y5T19",3.9739545,1.8308373,7.3294021,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Turkmenistan","TKM",2020,"Male","Y5T9",5.1149961,2.3832044,9.1935202,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2020,"Total","Y10T19",2.4825599,1.1711203,4.4475257,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2020,"Total","Y5T19",3.0860445,1.7228177,4.9748428,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2020,"Total","Y5T9",4.0082112,2.2866147,6.3559055,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2021,"Female","Y10T19",1.7644571,0.53859088,3.8666856,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2021,"Female","Y5T19",2.218741,0.84713586,4.3659456,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2021,"Female","Y5T9",2.9212609,1.1232112,5.6719288,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2021,"Male","Y10T19",3.4007262,1.0364044,7.6215386,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2021,"Male","Y5T19",4.1640494,1.6899675,8.2112879,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Turkmenistan","TKM",2021,"Male","Y5T9",5.3404227,2.2236357,10.202132,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2021,"Total","Y10T19",2.6027525,1.1279233,4.9179688,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2021,"Total","Y5T19",3.2160211,1.652807,5.4634281,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2021,"Total","Y5T9",4.1627284,2.1753401,6.9580585,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2022,"Female","Y10T19",1.8334132,0.50108596,4.2593021,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2022,"Female","Y5T19",2.2888843,0.77447132,4.817244,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2022,"Female","Y5T9",3.0113615,1.0298453,6.1618131,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Turkmenistan","TKM",2022,"Male","Y10T19",3.5912044,0.9580669,8.5485682,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2022,"Male","Y5T19",4.3633338,1.5055525,9.1636151,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Moderate"
"Turkmenistan","TKM",2022,"Male","Y5T9",5.584763,2.0262785,11.392492,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Turkmenistan","TKM",2022,"Total","Y10T19",2.7342631,1.0767928,5.4210715,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Turkmenistan","TKM",2022,"Total","Y5T19",3.3525657,1.5657786,6.0194526,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Turkmenistan","TKM",2022,"Total","Y5T9",4.3319579,2.0555131,7.5642452,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Moderate"
"Türkiye","TUR",1990,"Female","Y10T19",2.3150044,0.65955897,5.3090163,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Türkiye","TUR",1990,"Female","Y5T19",2.3514418,0.66446462,5.3378135,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Türkiye","TUR",1990,"Female","Y5T9",2.4187798,0.6181275,5.5259805,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Türkiye","TUR",1990,"Male","Y10T19",2.3985296,0.67422171,5.6418318,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Türkiye","TUR",1990,"Male","Y5T19",2.8589724,0.83191311,6.5867044,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Türkiye","TUR",1990,"Male","Y5T9",3.7081253,1.0359558,8.4983662,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Türkiye","TUR",1990,"Total","Y10T19",2.3576211,1.0185266,4.4654205,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Türkiye","TUR",1990,"Total","Y5T19",2.6104892,1.1211311,4.9400661,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Türkiye","TUR",1990,"Total","Y5T9",3.0773055,1.261321,5.8517687,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Türkiye","TUR",1991,"Female","Y10T19",2.4029603,0.75167064,5.2812342,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Türkiye","TUR",1991,"Female","Y5T19",2.4405017,0.75355032,5.3502847,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Türkiye","TUR",1991,"Female","Y5T9",2.5107561,0.70513287,5.5359177,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Türkiye","TUR",1991,"Male","Y10T19",2.5058731,0.75714444,5.6760691,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Türkiye","TUR",1991,"Male","Y5T19",2.9826347,0.92970207,6.5651767,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Türkiye","TUR",1991,"Male","Y5T9",3.8711816,1.1319165,8.6572945,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Türkiye","TUR",1991,"Total","Y10T19",2.4554458,1.1169686,4.5413867,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Türkiye","TUR",1991,"Total","Y5T19",2.7171833,1.2354385,4.9846772,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Türkiye","TUR",1991,"Total","Y5T9",3.2059677,1.3866591,5.9235409,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Türkiye","TUR",1992,"Female","Y10T19",2.4924744,0.83735613,5.2654602,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Türkiye","TUR",1992,"Female","Y5T19",2.5312351,0.8531047,5.3236753,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
"Türkiye","TUR",1992,"Female","Y5T9",2.6045213,0.7772265,5.5501081,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–9 years","Low"
"Türkiye","TUR",1992,"Male","Y10T19",2.6206743,0.85077072,5.7802226,"https://data.who.int/indicators/i/C6262EC/EF93DDB","10–19 years","Low"
"Türkiye","TUR",1992,"Male","Y5T19",3.1151721,1.0231433,6.5994106,"https://data.who.int/indicators/i/C6262EC/EF93DDB","5–19 years","Low"
